0	0
0	0.9
-0.785	0.9
-0.785	0.76
-1.605	0.76
-1.605	0.9
-1.740	0.9
-1.740	1.15
-1.875	1.15
-1.875	1.97
-1.740	1.97
-1.740	2.02
-1.670	2.02
-1.670	2.315
-0.975	2.315
-0.975	2.02
0.870	2.02
0.870	2.290
1.565	2.290
1.565	2.02
2.910	2.02
3.073	1.943
3.188	2.187
3.961	1.820
3.845	1.576
4.080	1.465
4.080	0.145
2.830	0.145
2.830	-0.005
2.960	-0.005
2.960	-2.005
1.735	-2.005
1.735	-1.075
1.585	-1.075
1.585	-0.505
1.735	-0.505
1.735	-0.005
1.865	-0.005
1.865	0.145
1.595	0.145
1.595	0
0	0
